1.571385614170679723e+01,1.404875356097497274e+01,-4.860084266595126934e+00,-8.052633391335941582e+00,-3.585894965594753359e+01,-1.664005410215195724e+01,2.096955330354112235e+01,6.827590955059440248e+00,-9.411830493556637478e+00,-1.708960159495563147e+01,-1.474398190776833095e+00,-5.020199916868210543e+00,-2.692742851984636232e+01,0
1.867094070632980163e+01,1.156080837984271170e+01,-2.103874670973123173e+01,-2.693115382963469173e+01,-7.064921906468718760e+00,-1.483158318308503532e+01,1.497094236930361477e+00,-2.207828550700726211e+01,6.975455799807624757e+00,-2.158182590773421694e+01,4.684519394369475620e+00,-6.122557111881243408e+00,-2.913006688290712631e+01,0
1.716500140933501939e+01,6.038290021399483010e+00,-9.278349786089279405e+00,-1.836012233156861839e+01,-2.051474691513016779e+01,-6.911480848729834925e+00,-4.014613639154426039e+00,-1.587829701613624778e+01,-2.674796497520886440e+00,-2.610710950969816313e+00,-1.186773453367502107e+01,-1.754697986138659971e+01,-2.841229625128501013e+01,0
2.149486007489114314e+01,3.105625822274798775e+00,-2.139409742005828008e+01,-2.700922518399881156e+01,-2.815011795982438514e+01,1.004778266644715323e+01,7.246463188711552483e+00,8.243103254496337851e-01,-3.965447576239127869e+01,1.662363668256504567e+01,-6.045001094212552495e+00,-1.446439384258302852e+01,-6.932310577689031028e+00,0
1.774871598666874917e+01,2.042616218964414809e+00,4.131397571145322800e+00,-2.813008579588160885e+01,-1.917035522300550454e+01,-9.441789411903394935e+00,-4.134945801323260639e+01,7.870973669517554505e+00,-2.420499762381805553e+01,1.788053546252774240e+01,7.344630150086847387e+00,1.166274928468757288e+01,-2.961480280637519513e+01,0
1.910613161463869147e+01,-6.535278897540296228e+00,-2.573036864695738046e+01,-1.606739132522306690e+01,-2.985523869373207262e+01,1.715836917358245373e+01,-6.260790434260518289e+00,-9.186416876711911428e+00,1.012223841826150883e+00,3.952225219069622764e+00,-7.340715544964835360e+00,-1.044441281447679870e+01,-7.531995932787703962e-01,0
1.811881351194301359e+01,1.694261817202616482e+00,-6.911408922363992069e+00,-1.455814146962088884e+01,-2.305625066688018876e+01,-6.940472382868070333e+00,9.277481502790335455e+00,-4.265872361589318373e+00,-1.088789464002929108e+01,-1.078508459561279942e+01,2.679411189219965017e+00,-1.056749394600661773e+01,-2.329612503952451519e+01,0
1.657039639519933871e+01,-9.299352212494491621e-01,3.875469566956543099e-01,-2.130521663383128228e+01,-4.042341849636211037e+01,6.165630159484827288e+00,-7.458455190531300794e+00,-2.597063871168469262e+00,-1.560893448779267345e+01,-1.062691400040669309e+00,8.595415486178792364e+00,-1.448163289326283198e+01,-7.036251471441252292e+00,0
1.746811551022091891e+01,1.483736997235460997e+01,-1.812178658432660328e+01,-1.272755018655281134e+01,-2.404363336605814538e+01,2.405105791348779221e+00,-2.888585108206995322e+00,-4.543283961263937698e+01,-9.841394565291476937e+00,1.367433694004950162e+01,-1.089771237700454343e+01,8.334448836190536669e-01,-1.974779850733078135e+01,0
1.685798164573986568e+01,4.878189917921334384e+00,-1.357905008250555667e+01,-1.587443184198795088e+01,-1.415643321368257546e+01,1.135119318409241451e+01,-1.738507269876233963e+01,-9.914614098785971663e+00,-2.306395167364470922e+01,1.312727847887891386e+01,-1.382585935047252335e+01,-1.305968716876340174e+01,-6.082974225240177724e+00,0
1.958634085988677498e+01,7.291855765353313146e+00,-1.320850884333659003e+01,-1.635323134358031893e+01,-4.200682161765267608e+01,-5.998987481830111435e+00,2.174848222745588444e+01,-2.174186031396221708e+01,-2.484347569902585207e+01,2.230716783299619621e+01,-2.095033091925566993e+01,7.344969284990001235e+00,-2.172270589813246744e+01,0
1.985638335531886511e+01,5.697909372012048834e+00,-2.835299335244485519e+00,-3.794009607543942675e+00,-4.784272592448159145e+01,-7.037032316375593233e+00,-6.505168689041541441e+00,-2.829345370335174081e+01,-1.359662790369301000e+01,-7.156678995113445296e+00,2.735639663610023220e+01,-1.625363340274266433e+00,-6.970546993812991587e+00,0
1.840251063146184052e+01,4.961513909940897804e+00,-1.099077272878150424e+01,-7.683557069672975359e+00,-3.141681037766689499e+01,-1.946989281576832553e+01,4.187273575811119031e+00,-2.073908461764958133e+01,1.395870366474687252e+01,-4.948305263469331972e-01,1.498905761180230556e+00,-7.901101000385177819e+00,-4.669277663672759537e+00,0
1.778924747100857573e+01,1.232420168506088309e+01,-1.249344662385028926e+01,-2.213636257294579579e+01,-2.085515914542821037e+01,-1.656115152588270689e+01,7.088848716290543361e-01,-1.034192283074688135e+01,-1.363011320139511540e+00,-1.489296807634622688e+01,-3.976196848092666158e+00,1.059398898239597564e+01,-2.562514006716630277e+01,0
1.804325135600453223e+01,5.065458178095273212e+00,-2.859393955348081917e+01,-2.345120340366386813e+01,-1.942342351007516399e+01,3.218188074985732783e+00,-1.073280815553287226e+01,-1.858725612909048408e+01,-9.767223166197522843e+00,1.152610740187946375e-01,-1.641610257573653797e+01,-1.757839098240320919e+00,-1.683042884370366110e+01,0
1.875080201017672366e+01,6.182026577807643086e+00,-2.675626173653592232e+01,-1.709341910074839532e+01,-4.054403495368882204e+01,9.366025111444706397e+00,3.022883287506983407e+01,-3.581555332110832879e-01,-2.404830283928128054e+01,-1.395391263369220036e+00,-5.101335343822348101e+00,-1.230967647905923634e+01,-1.920387830695190923e+00,0
1.654743358491136362e+01,6.972735028232980525e+00,1.072986123017939164e+00,-2.229526302541121652e+01,-2.961738265470373932e+01,1.855534164313071699e+01,-3.095831872821241504e+00,-3.755876805514945715e+01,1.018046174748103549e+00,-1.793963424556909203e+01,-1.028909671302524309e+01,-1.343067156649295546e+00,-2.734588497076245162e+01,0
1.753411750854207440e+01,5.828109897397458106e+00,-9.900936216363641407e+00,-2.738388794750268218e+01,-9.107025143099814812e+00,-2.036713799296580163e+01,-7.517654322004964307e+00,-1.602298728609091949e+00,-2.940161932949322932e+01,2.413580648877929058e-02,4.635296594243024870e+00,1.107786137825045092e+00,-3.072592028788528040e+01,0
1.808955613203508861e+01,2.520090846237714288e+00,-1.202654004543800603e+01,-2.718157778539812952e+01,-3.417280153631558193e+01,1.929055673788402814e+01,9.797698747765020144e+00,-2.720579837227108300e+01,2.600894831787571526e+00,-1.281882169008260419e+01,9.999969068679506634e+00,-2.363427711137214260e+01,-5.020012316562845633e+00,0
1.771789050483480565e+01,9.250984463347519338e+00,-2.618258097010120977e+01,-7.184525585112676360e+00,-2.142017328643785490e+01,-1.411104738869332031e+01,2.653962862044296767e+00,-1.436294408963829561e+01,-1.004310234387817857e+01,-1.260853513743103349e+01,9.852685206075804558e+00,-7.457743492413912101e+00,-1.818006208000532453e+01,0
1.795374073325798747e+01,6.230042931833381203e+00,1.029958329611315726e+00,-2.662195682548227182e+01,-2.267875881600588528e+01,-1.205207500809316157e+00,6.372935192615493349e+00,-2.035618811529396055e+01,-2.956333331237851780e+01,-5.565500820131291881e+00,-5.339835916162714469e+00,-1.576157089164605507e+00,-8.226888022461594119e+00,0
1.748665213697980647e+01,-1.479955799949878958e+01,7.223035177757880732e+00,-2.617645061246631499e+01,-1.119191143693668877e+01,2.610532160892840459e+00,1.134000007140708810e+01,-1.802291660420769404e+01,-1.560353076182914300e+01,1.129119069316335988e+00,-3.354627002401951330e+00,-1.314163951332642810e+01,4.204850080237995336e+00,0
1.461441788621037041e+01,-1.127871072258144025e+01,-1.030183247917157097e+01,-1.484387235881850131e+01,-2.314551998433939417e+01,-7.859901802587050845e+00,-1.539071804660002307e+01,2.600146391562314641e+00,-8.853031826937506565e+00,-5.480495970601722000e-01,6.767891638717903113e+00,-1.809738223527480372e+01,-1.155469734226528011e+01,0
1.902237407691309912e+01,1.903106891120105448e+00,-8.400876618635745530e+00,-3.535216214615648056e+01,-1.194742045461039481e+01,7.998482207423023738e+00,-2.005082817816185070e+01,1.214035294371553952e+01,-1.626017549185316469e+01,-3.549433395966806515e+00,9.010935216771107648e+00,-1.234184056742571123e+01,-2.529260982935629443e+01,0
